Date,Open,High,Low,Close,Adj Close,Volume
2020-06-30,426.679993,436.910004,423.859985,435.309998,435.309998,2944700
2020-07-01,434.799988,442.049988,433.619995,439.809998,439.809998,2581700
2020-07-02,445.000000,448.160004,441.359985,442.950012,442.950012,2503000
2020-07-06,448.000000,455.529999,444.690002,452.589996,452.589996,2761200
2020-07-07,452.589996,459.440002,448.720001,449.359985,449.359985,2684600
2020-07-08,453.760010,458.239990,452.000000,457.679993,457.679993,1999200
2020-07-09,460.440002,463.799988,451.880005,460.839996,460.839996,2269800
2020-07-10,460.829987,467.209991,455.480011,466.200012,466.200012,3676200
2020-07-13,469.769989,470.609985,440.640015,442.470001,442.470001,3480700
2020-07-14,435.739990,437.209991,416.290009,433.779999,433.779999,5666700
2020-07-15,434.910004,439.630005,428.730011,433.010010,433.010010,2566200
2020-07-16,428.429993,430.589996,418.510010,426.290009,426.290009,2677700
2020-07-17,428.119995,433.500000,423.700012,432.420013,432.420013,2568200
2020-07-20,434.059998,456.890015,433.000000,455.269989,455.269989,3512500
2020-07-21,456.070007,456.989990,441.750000,444.279999,444.279999,2027600
2020-07-22,447.549988,449.369995,441.760010,445.049988,445.049988,1400300
2020-07-23,445.040009,448.809998,430.299988,431.739990,431.739990,2313900
2020-07-24,425.000000,435.000000,423.440002,430.309998,430.309998,1900800
2020-07-27,431.769989,438.359985,431.010010,437.100006,437.100006,1622000
2020-07-28,436.829987,438.260010,431.329987,432.260010,432.260010,1463400
2020-07-29,435.160004,440.480011,435.040009,436.299988,436.299988,1489300
2020-07-30,429.980011,440.500000,426.809998,438.880005,438.880005,1449000
2020-07-31,441.980011,444.440002,434.799988,444.320007,444.320007,2035300
2020-08-03,449.839996,450.739990,442.279999,447.970001,447.970001,2075200
2020-08-04,448.260010,449.079987,440.700012,446.920013,446.920013,2622600
2020-08-05,449.089996,454.040009,446.350006,449.510010,449.510010,2353100
2020-08-06,451.350006,464.369995,449.130005,464.109985,464.109985,2362000
2020-08-07,460.869995,461.790009,445.089996,449.570007,449.570007,3288300
2020-08-10,450.369995,451.130005,436.500000,443.290009,443.290009,1836800
2020-08-11,440.260010,444.480011,431.589996,435.230011,435.230011,1900200
2020-08-12,437.369995,447.929993,437.369995,445.359985,445.359985,2224400
2020-08-13,446.070007,455.899994,446.070007,450.019989,450.019989,2028000
2020-08-14,451.390015,452.809998,444.429993,447.600006,447.600006,1111000
2020-08-17,450.000000,456.100006,449.200012,451.579987,451.579987,1555700
2020-08-18,454.790009,464.500000,452.839996,463.510010,463.510010,2097700
2020-08-19,464.290009,468.109985,457.589996,462.010010,462.010010,2439200
2020-08-20,460.989990,479.799988,458.890015,478.480011,478.480011,2485000
2020-08-21,477.089996,477.279999,470.339996,473.220001,473.220001,2645600
2020-08-24,478.140015,480.019989,469.519989,476.299988,476.299988,1840500
2020-08-25,476.670013,484.649994,474.429993,484.429993,484.429993,3967400
2020-08-26,496.950012,533.700012,492.230011,528.489990,528.489990,7780300
2020-08-27,519.010010,523.320007,504.459991,510.320007,510.320007,3631800
2020-08-28,512.330017,518.799988,510.940002,516.440002,516.440002,1926300
2020-08-31,513.859985,516.729980,507.769989,513.390015,513.390015,2346700
2020-09-01,515.000000,528.539978,514.479980,527.950012,527.950012,2422100
2020-09-02,536.250000,536.880005,521.409973,533.799988,533.799988,2783400
2020-09-03,526.039978,527.630005,493.420013,507.799988,507.799988,5837600
2020-09-04,504.649994,511.350006,471.709991,491.940002,491.940002,3900300
2020-09-08,471.890015,481.480011,461.179993,462.130005,462.130005,4533100
2020-09-09,473.910004,483.489990,462.480011,479.459991,479.459991,3312100
2020-09-10,491.149994,501.850006,473.500000,476.260010,476.260010,4248100
2020-09-11,487.079987,489.410004,464.480011,471.350006,471.350006,4414200
2020-09-14,484.989990,490.440002,476.869995,485.910004,485.910004,4463800
2020-09-15,493.739990,499.690002,491.489990,497.670013,497.670013,5682400
2020-09-16,505.500000,505.500000,475.500000,476.000000,476.000000,8462600
2020-09-17,464.440002,475.170013,460.500000,474.299988,474.299988,4560800
2020-09-18,477.399994,478.339996,452.519989,467.549988,467.549988,7182300
2020-09-21,460.309998,475.859985,456.730011,475.640015,475.640015,3913700
2020-09-22,479.309998,487.200012,469.559998,486.779999,486.779999,2629100
2020-09-23,486.880005,488.000000,468.230011,470.390015,470.390015,2671300
2020-09-24,466.929993,471.429993,460.269989,467.670013,467.670013,2838800
2020-09-25,469.230011,481.579987,466.010010,479.779999,479.779999,2541100
2020-09-28,487.970001,489.390015,481.179993,488.510010,488.510010,2844800
2020-09-29,489.940002,493.450012,484.170013,489.329987,489.329987,2030400
2020-09-30,488.130005,497.239990,486.220001,490.429993,490.429993,3498900
2020-10-01,497.429993,501.500000,495.760010,499.510010,499.510010,2264600
2020-10-02,487.989990,496.779999,478.640015,478.989990,478.989990,2780900
2020-10-05,483.250000,486.690002,478.989990,486.470001,486.470001,1984100
2020-10-06,485.000000,491.510010,477.500000,478.980011,478.980011,2041500
2020-10-07,484.350006,493.980011,481.429993,493.149994,493.149994,2025800
2020-10-08,499.049988,499.489990,487.559998,490.839996,490.839996,1590700
2020-10-09,491.769989,502.170013,491.179993,502.160004,502.160004,1853800
2020-10-12,508.260010,516.000000,499.540009,510.890015,510.890015,3149700
2020-10-13,512.190002,519.599976,511.899994,514.309998,514.309998,2438100
2020-10-14,514.340027,516.950012,501.600006,506.309998,506.309998,2032900
2020-10-15,499.260010,502.500000,491.850006,501.149994,501.149994,2042800
2020-10-16,504.000000,510.339996,500.700012,502.820007,502.820007,2441200
2020-10-19,507.750000,507.750000,493.200012,495.200012,495.200012,1931400
2020-10-20,495.250000,500.170013,491.910004,494.579987,494.579987,1453900
2020-10-21,492.049988,499.809998,490.570007,495.959991,495.959991,1369700
2020-10-22,496.720001,496.859985,479.399994,483.600006,483.600006,2613700
2020-10-23,486.410004,488.510010,479.510010,488.500000,488.500000,1899300
2020-10-26,480.880005,488.779999,470.130005,475.200012,475.200012,2337400
2020-10-27,479.779999,481.890015,473.470001,478.559998,478.559998,1896500
2020-10-28,469.170013,470.970001,455.880005,456.970001,456.970001,2677300
2020-10-29,459.320007,464.730011,457.279999,461.109985,461.109985,2125300
2020-10-30,458.320007,459.500000,442.510010,447.100006,447.100006,3127000
2020-11-02,451.000000,456.190002,438.940002,444.940002,444.940002,2479000
2020-11-03,448.989990,457.839996,445.670013,454.019989,454.019989,1758600
2020-11-04,477.929993,494.940002,474.470001,487.230011,487.230011,4524300
2020-11-05,499.269989,502.529999,489.799988,496.470001,496.470001,2401000
2020-11-06,494.950012,498.720001,483.000000,494.630005,494.630005,1956300
2020-11-09,494.700012,499.410004,470.760010,471.140015,471.140015,3625300
2020-11-10,466.720001,468.010010,446.000000,452.000000,452.000000,4918100
