Date,Open,High,Low,Close,Adj Close,Volume
2019-10-09,376.000000,377.859985,373.500000,374.959991,370.579651,2774100
2019-10-10,373.700012,374.540009,370.329987,371.000000,366.665924,2723700
2019-10-11,373.000000,376.940002,370.079987,374.920013,370.540131,3935400
2019-10-14,374.250000,378.700012,372.679993,373.179993,368.820435,2124500
2019-10-15,372.579987,373.529999,370.529999,370.959991,366.626373,2836600
2019-10-16,370.220001,377.420013,369.239990,372.429993,368.079224,3657100
2019-10-17,372.420013,373.799988,369.059998,369.059998,364.748596,2397100
2019-10-18,369.000000,369.350006,344.000000,344.000000,339.981354,13544300
2019-10-21,332.890015,334.239990,324.399994,331.059998,327.192474,15493100
2019-10-22,336.070007,341.480011,334.459991,337.000000,333.063110,7949700
2019-10-23,345.000000,350.799988,336.500000,340.500000,336.522217,10960800
2019-10-24,341.700012,345.739990,337.769989,344.549988,340.524902,5382700
2019-10-25,342.920013,343.369995,338.899994,339.829987,335.860046,4058000
2019-10-28,341.500000,344.980011,339.489990,340.880005,336.897766,3234500
2019-10-29,340.190002,349.720001,339.220001,348.929993,344.853729,6113600
2019-10-30,346.630005,350.000000,343.269989,346.059998,342.017273,3997600
2019-10-31,344.700012,346.059998,339.450012,339.910004,335.939117,3868400
2019-11-01,340.589996,345.190002,339.500000,345.190002,341.157440,3538200
2019-11-04,346.459991,351.450012,346.049988,351.089996,346.988495,3703000
2019-11-05,355.230011,361.609985,353.190002,358.290009,354.104401,5468900
2019-11-06,358.859985,359.399994,353.130005,354.190002,350.052307,3815700
2019-11-07,356.119995,359.399994,355.049988,357.309998,355.196686,2834500
2019-11-08,356.399994,357.000000,350.549988,351.000000,348.924011,3218200
2019-11-11,349.040009,369.750000,345.559998,366.959991,364.789612,11483400
2019-11-12,366.489990,367.109985,360.010010,362.880005,360.733734,5769700
2019-11-13,361.869995,366.619995,361.119995,362.500000,360.355988,3453700
2019-11-14,363.100006,368.480011,361.480011,367.440002,365.266785,5339600
2019-11-15,370.000000,373.480011,369.299988,371.679993,369.481689,5493100
2019-11-18,371.670013,375.600006,367.899994,369.459991,367.274811,3823800
2019-11-19,373.510010,374.829987,361.609985,367.000000,364.829376,6670200
2019-11-20,366.000000,370.989990,365.750000,370.910004,368.716248,3774800
2019-11-21,369.750000,370.760010,366.260010,366.440002,364.272675,2703800
2019-11-22,368.269989,373.549988,366.609985,371.339996,369.143707,3915700
2019-11-25,372.519989,374.299988,369.200012,373.130005,370.923126,3324400
2019-11-26,373.660004,374.769989,371.359985,373.510010,371.300873,2859000
2019-11-27,369.959991,371.829987,366.799988,368.000000,365.823456,4145000
2019-11-29,367.500000,368.299988,366.179993,366.179993,364.014221,1390900
2019-12-02,367.079987,367.380005,355.160004,355.179993,353.079285,4794500
2019-12-03,352.089996,355.559998,347.609985,352.079987,349.997620,4683500
2019-12-04,354.700012,355.290009,348.820007,348.839996,346.776764,3014200
2019-12-05,350.220001,350.420013,345.589996,345.679993,343.635468,4719600
2019-12-06,347.739990,354.399994,347.109985,354.089996,351.995728,2856100
2019-12-09,352.670013,353.600006,349.570007,351.209991,349.132751,2844600
2019-12-10,350.149994,351.399994,347.450012,347.899994,345.842346,2920900
2019-12-11,342.100006,350.029999,338.500000,350.000000,347.929932,7369100
2019-12-12,348.250000,351.070007,341.000000,346.290009,344.241882,5970000
2019-12-13,346.299988,349.309998,341.100006,341.670013,339.649200,4526300
2019-12-16,328.529999,336.230011,326.429993,327.000000,325.065948,16488200
2019-12-17,322.059998,330.950012,320.609985,327.000000,325.065948,13526400
2019-12-18,328.720001,335.250000,328.140015,330.679993,328.724182,7029300
2019-12-19,332.899994,334.809998,330.980011,333.500000,331.527496,5492600
2019-12-20,334.619995,335.500000,328.000000,328.000000,326.060028,9489400
2019-12-23,336.750000,340.589996,334.200012,337.549988,335.553558,9534800
2019-12-24,339.510010,339.750000,332.619995,333.000000,331.030457,4120100
2019-12-26,332.700012,333.359985,329.299988,329.920013,327.968689,4593400
2019-12-27,330.200012,333.649994,329.170013,330.140015,328.187408,4124000
2019-12-30,330.500000,330.630005,325.709991,326.399994,324.469513,4525500
2019-12-31,325.410004,326.570007,323.320007,325.760010,323.833313,4958800
2020-01-02,328.549988,333.350006,327.700012,333.320007,331.348572,4544400
2020-01-03,330.630005,334.890015,330.299988,332.760010,330.791901,3875900
2020-01-06,329.299988,334.859985,327.880005,333.739990,331.766083,5355000
2020-01-07,334.260010,344.190002,330.709991,337.279999,335.285156,9898600
2020-01-08,332.399994,334.029999,329.600006,331.369995,329.410095,8239200
2020-01-09,334.950012,341.730011,332.049988,336.339996,334.350708,8175600
2020-01-10,335.559998,337.700012,329.450012,329.920013,327.968689,7161700
2020-01-13,332.399994,334.100006,330.079987,330.220001,328.266907,5648500
2020-01-14,330.760010,335.350006,328.279999,332.350006,330.384308,6945300
2020-01-15,332.350006,333.109985,329.690002,329.799988,327.849396,4578300
2020-01-16,331.049988,332.869995,329.309998,332.000000,330.036377,4024100
2020-01-17,332.390015,332.500000,323.000000,324.149994,322.232819,11061700
2020-01-21,322.600006,326.600006,305.750000,313.369995,311.516571,19318000
2020-01-22,309.820007,312.839996,302.720001,309.000000,307.172424,18792600
2020-01-23,308.500000,318.170013,307.700012,317.790009,315.910431,9702100
2020-01-24,322.000000,326.200012,312.510010,323.049988,321.139313,17798200
2020-01-27,316.209991,321.260010,314.579987,316.600006,314.727478,7468100
2020-01-28,318.049988,319.359985,314.000000,316.559998,314.687714,5502200
2020-01-29,324.350006,327.179993,319.140015,322.019989,320.115387,12454700
2020-01-30,320.500000,325.350006,317.640015,323.299988,321.387817,6022000
2020-01-31,321.750000,321.929993,316.989990,318.269989,316.387573,4999600
2020-02-03,318.750000,320.739990,314.880005,316.000000,314.131012,4847700
2020-02-04,318.279999,319.480011,315.029999,317.940002,316.059540,3779800
2020-02-05,320.500000,329.679993,319.230011,329.549988,327.600861,6071800
2020-02-06,330.910004,343.440002,325.660004,341.429993,339.410614,12845500
2020-02-07,340.369995,340.739990,335.690002,336.750000,334.758301,5337800
2020-02-10,337.220001,345.940002,336.320007,344.670013,342.631470,5876400
2020-02-11,347.640015,348.070007,342.100006,344.420013,342.382935,5311500
2020-02-12,346.420013,349.950012,345.850006,347.450012,345.395020,4421500
2020-02-13,344.320007,347.890015,342.630005,342.820007,342.820007,3783100
2020-02-14,342.299988,344.500000,338.000000,340.489990,340.489990,4199800
2020-02-18,338.769989,339.989990,336.100006,338.880005,338.880005,2904600
